timeindex,A,B,C,D,E,F,G
2015-03-27T18:00:00Z,0.12,0.10,0.04,0.00,0.08,0.00,-0.68
2015-03-27T19:00:00Z,0.21,0.18,0.06,0.00,0.16,0.00,-0.59
2015-03-27T20:00:00Z,0.16,0.14,0.06,0.00,0.09,0.00,-0.61
2015-03-27T21:00:00Z,0.12,0.10,0.04,0.00,0.08,0.00,-0.68
2015-03-27T22:00:00Z,0.09,0.08,0.03,0.00,0.08,0.00,-0.70
2015-03-27T23:00:00Z,0.05,0.05,0.03,0.00,0.05,0.05,-0.75
2015-03-28T00:00:00Z,0.04,0.03,0.02,0.00,0.03,0.03,-0.76
2015-03-28T01:00:00Z,0.04,0.03,0.02,0.00,0.03,0.03,-0.76
2015-03-28T02:00:00Z,0.03,0.03,0.02,0.00,0.01,0.01,-0.76
2015-03-28T03:00:00Z,0.03,0.03,0.02,0.00,0.00,0.00,-0.76
2015-03-28T04:00:00Z,0.04,0.03,0.02,0.00,0.03,0.03,-0.77
2015-03-28T05:00:00Z,0.05,0.04,0.02,0.00,0.04,0.04,-0.75
2015-03-28T06:00:00Z,-0.04,0.01,-0.02,-0.04,-0.04,-0.04,-0.84
2015-03-28T07:00:00Z,-0.75,-0.66,-0.73,-0.75,-0.75,-0.75,-1.55
2015-03-28T08:00:00Z,-1.18,-1.12,-1.19,-1.17,-1.22,-1.22,-1.94
2015-03-28T09:00:00Z,-1.64,-1.62,-2.45,-1.17,-1.73,-1.73,-2.41
2015-03-28T10:00:00Z,-1.01,-1.01,-1.55,-1.01,-1.37,-1.37,-1.78
2015-03-28T11:00:00Z,-1.82,-1.81,-2.71,-1.17,-2.35,-2.06,-2.58
2015-03-28T12:00:00Z,-1.18,-1.18,-1.79,-1.17,-1.91,-1.91,-1.94
2015-03-28T13:00:00Z,-1.29,-1.29,-1.94,-1.17,-2.01,-2.01,-2.05
2015-03-28T14:00:00Z,-0.36,-0.36,-0.57,-0.36,-1.18,-1.18,-1.12
2015-03-28T15:00:00Z,-0.06,-0.06,-0.13,-0.06,-0.72,-0.72,-0.82
2015-03-28T16:00:00Z,0.06,0.05,-0.01,0.00,-0.54,-0.54,-0.70
2015-03-28T17:00:00Z,0.08,0.07,0.02,0.00,-0.25,-0.25,-0.67
2015-03-28T18:00:00Z,0.10,0.09,0.03,0.00,-0.41,-0.41,-0.65
2015-03-28T19:00:00Z,0.18,0.15,0.06,0.00,-0.61,-0.61,-0.59
2015-03-28T20:00:00Z,0.13,0.12,0.05,0.00,-0.75,-0.75,-0.64
2015-03-28T21:00:00Z,0.13,0.11,0.04,0.00,-0.75,-0.75,-0.66
2015-03-28T22:00:00Z,0.09,0.07,0.03,0.00,-0.77,-0.77,-0.70
2015-03-28T23:00:00Z,0.05,0.05,0.02,0.00,-0.91,-0.91,-0.74
2015-03-29T00:00:00Z,0.04,0.03,0.02,0.00,-0.82,-0.82,-0.75
2015-03-29T01:00:00Z,0.04,0.03,0.02,0.00,-0.72,-0.72,-0.75
2015-03-29T02:00:00Z,0.03,0.03,0.02,0.00,-0.83,-0.83,-0.74
2015-03-29T03:00:00Z,0.03,0.03,0.02,0.00,-0.74,-0.74,-0.75
2015-03-29T04:00:00Z,0.04,0.03,0.02,0.00,-0.55,-0.55,-0.75
2015-03-29T05:00:00Z,0.05,0.04,0.02,0.00,-0.21,-0.21,-0.73
2015-03-29T06:00:00Z,0.02,0.04,0.01,0.00,-0.14,-0.14,-0.74
2015-03-29T07:00:00Z,-0.02,0.03,-0.04,0.00,-0.27,-0.27,-0.78
2015-03-29T08:00:00Z,-0.16,-0.12,-0.18,-0.16,-0.60,-0.60,-0.96
2015-03-29T09:00:00Z,-0.22,-0.20,-0.30,-0.22,-0.71,-0.71,-0.98
2015-03-29T10:00:00Z,-0.50,-0.48,-0.59,-0.36,-1.14,-1.14,-1.25
2015-03-29T11:00:00Z,-0.96,-0.94,-1.43,-0.36,-1.68,-1.68,-1.74
2015-03-29T12:00:00Z,-0.55,-0.55,-0.89,-0.36,-1.32,-1.32,-1.34
2015-03-29T13:00:00Z,-0.49,-0.49,-0.79,-0.36,-1.28,-1.28,-1.28
2015-03-29T14:00:00Z,-0.17,-0.17,-0.29,-0.17,-0.82,-0.82,-0.95
2015-03-29T15:00:00Z,-0.11,-0.11,-0.20,-0.11,-0.38,-0.38,-0.89
2015-03-29T16:00:00Z,0.00,0.00,-0.04,0.00,-0.16,-0.16,-0.79
2015-03-29T17:00:00Z,0.05,0.05,0.02,0.00,0.03,0.00,-0.72
2015-03-29T18:00:00Z,0.09,0.08,0.04,0.00,0.08,0.00,-0.72
2015-03-29T19:00:00Z,0.15,0.14,0.06,0.00,0.15,0.00,-0.61
2015-03-29T20:00:00Z,0.14,0.12,0.06,0.00,0.13,0.00,-0.62
2015-03-29T21:00:00Z,0.11,0.10,0.04,0.00,-0.04,-0.04,-0.64
2015-03-29T22:00:00Z,0.08,0.07,0.03,0.00,-0.03,-0.03,-0.68
2015-03-29T23:00:00Z,0.05,0.05,0.03,0.00,-0.11,-0.11,-0.70
2015-03-30T00:00:00Z,0.04,0.04,0.02,0.00,-0.32,-0.32,-0.73
2015-03-30T01:00:00Z,0.03,0.03,0.02,0.00,-0.68,-0.68,-0.73
2015-03-30T02:00:00Z,0.03,0.03,0.02,0.00,-0.76,-0.76,-0.74
2015-03-30T03:00:00Z,0.03,0.03,0.02,0.00,-0.68,-0.68,-0.74
2015-03-30T04:00:00Z,0.03,0.03,0.02,0.00,-0.65,-0.65,-0.74
2015-03-30T05:00:00Z,0.05,0.04,0.02,0.00,-0.21,-0.21,-0.72
2015-03-30T06:00:00Z,0.02,0.04,0.01,0.00,-0.49,-0.49,-0.74
2015-03-30T07:00:00Z,-0.30,-0.25,-0.34,-0.30,-0.63,-0.63,-1.08
2015-03-30T08:00:00Z,-0.86,-0.81,-0.88,-0.86,-1.55,-1.55,-1.63
2015-03-30T09:00:00Z,-0.90,-0.88,-0.93,-0.90,-1.71,-1.71,-1.71
2015-03-30T10:00:00Z,-1.03,-1.03,-1.55,-1.00,-1.94,-1.94,-1.84
2015-03-30T11:00:00Z,-1.24,-1.23,-1.83,-1.00,-2.24,-2.24,-2.04
2015-03-30T12:00:00Z,-1.79,-1.79,-2.65,-1.00,-2.79,-2.45,-2.58
2015-03-30T13:00:00Z,-0.56,-0.56,-0.86,-0.56,-1.56,-1.56,-1.36
2015-03-30T14:00:00Z,-0.88,-0.88,-1.33,-0.88,-1.89,-1.89,-1.65
2015-03-30T15:00:00Z,-0.78,-0.78,-1.17,-0.78,-1.78,-1.78,-1.55
2015-03-30T16:00:00Z,-0.52,-0.52,-0.80,-0.52,-1.53,-1.53,-1.25
2015-03-30T17:00:00Z,-0.01,-0.01,-0.05,-0.01,-1.00,-1.00,-0.76
2015-03-30T18:00:00Z,0.12,0.10,0.04,0.00,-0.85,-0.85,-0.64
2015-03-30T19:00:00Z,0.19,0.17,0.06,0.00,-0.65,-0.65,-0.56
2015-03-30T20:00:00Z,0.19,0.17,0.06,0.00,-0.31,-0.31,-0.57
2015-03-30T21:00:00Z,0.14,0.12,0.04,0.00,-0.23,-0.23,-0.63
2015-03-30T22:00:00Z,0.11,0.10,0.03,0.00,-0.26,-0.26,-0.65
2015-03-30T23:00:00Z,0.06,0.05,0.03,0.00,-0.32,-0.32,-0.70
2015-03-31T00:00:00Z,0.04,0.04,0.02,0.00,-0.69,-0.69,-0.73
2015-03-31T01:00:00Z,0.04,0.03,0.02,0.00,-0.81,-0.81,-0.72
2015-03-31T02:00:00Z,0.03,0.03,0.02,0.00,-0.65,-0.65,-0.75
2015-03-31T03:00:00Z,0.03,0.03,0.02,0.00,-0.53,-0.53,-0.72
2015-03-31T04:00:00Z,0.03,0.03,0.02,0.00,-0.46,-0.46,-0.73
2015-03-31T05:00:00Z,0.05,0.04,0.02,0.00,-0.65,-0.65,-0.73
2015-03-31T06:00:00Z,0.06,0.05,0.02,0.00,-0.38,-0.38,-0.70
2015-03-31T07:00:00Z,0.07,0.11,-0.01,0.00,-0.15,-0.15,-0.70
2015-03-31T08:00:00Z,-0.12,-0.07,-0.16,-0.06,-1.00,-1.00,-0.88
2015-03-31T09:00:00Z,-0.17,-0.15,-0.21,-0.06,-1.08,-1.08,-0.96
2015-03-31T10:00:00Z,-0.77,-0.72,-0.77,-0.06,-1.61,-1.61,-1.54
2015-03-31T11:00:00Z,-0.75,-0.72,-0.75,-0.06,-1.63,-1.63,-1.52
2015-03-31T12:00:00Z,-0.14,-0.14,-0.26,-0.06,-1.08,-1.08,-0.89
2015-03-31T13:00:00Z,-0.12,-0.12,-0.22,-0.06,-1.00,-1.00,-0.87
2015-03-31T14:00:00Z,0.01,0.01,-0.03,0.00,-0.99,-0.99,-0.75
2015-03-31T15:00:00Z,0.09,0.08,0.04,0.00,-0.91,-0.91,-0.68
2015-03-31T16:00:00Z,-0.04,-0.02,-0.05,0.00,-1.05,-1.05,-0.79
2015-03-31T17:00:00Z,0.05,0.05,0.00,0.00,-0.92,-0.92,-0.69
2015-03-31T18:00:00Z,0.14,0.12,0.04,0.00,-0.84,-0.84,-0.62
2015-03-31T19:00:00Z,0.24,0.20,0.06,0.00,-0.65,-0.65,-0.52
2015-03-31T20:00:00Z,0.17,0.15,0.06,0.00,-0.51,-0.51,-0.59
2015-03-31T21:00:00Z,0.16,0.13,0.04,0.00,-0.40,-0.40,-0.61
2015-03-31T22:00:00Z,0.12,0.10,0.03,0.00,-0.37,-0.37,-0.64
2015-03-31T23:00:00Z,0.06,0.06,0.03,0.00,-0.15,-0.15,-0.71
2015-04-01T00:00:00Z,0.04,0.04,0.02,0.00,-0.32,-0.32,-0.72
2015-04-01T01:00:00Z,0.04,0.03,0.02,0.00,-0.36,-0.36,-0.73
2015-04-01T02:00:00Z,0.03,0.03,0.02,0.00,-0.43,-0.43,-0.73
2015-04-01T03:00:00Z,0.03,0.03,0.02,0.00,-0.60,-0.60,-0.73
2015-04-01T04:00:00Z,0.04,0.03,0.02,0.00,-0.28,-0.28,-0.73
2015-04-01T05:00:00Z,0.03,0.04,0.01,0.00,-0.55,-0.55,-0.73
2015-04-01T06:00:00Z,-0.04,0.01,-0.03,-0.04,-0.87,-0.87,-0.81
2015-04-01T07:00:00Z,-0.47,-0.41,-0.53,-0.47,-1.47,-1.47,-1.23
2015-04-01T08:00:00Z,-0.30,-0.28,-0.36,-0.30,-1.24,-1.24,-1.05
2015-04-01T09:00:00Z,-0.67,-0.64,-0.69,-0.67,-1.64,-1.64,-1.43
2015-04-01T10:00:00Z,-1.03,-1.01,-1.09,-0.93,-2.03,-2.03,-1.79
2015-04-01T11:00:00Z,-1.34,-1.33,-1.99,-0.93,-2.35,-2.35,-2.12
2015-04-01T12:00:00Z,-1.67,-1.65,-2.46,-0.93,-2.67,-2.45,-2.44
2015-04-01T13:00:00Z,-1.51,-1.51,-2.23,-0.93,-2.48,-2.45,-2.26
2015-04-01T14:00:00Z,-1.02,-1.02,-1.53,-0.93,-2.02,-2.02,-1.77
2015-04-01T15:00:00Z,-0.83,-0.83,-1.25,-0.83,-1.82,-1.82,-1.57
2015-04-01T16:00:00Z,-0.43,-0.43,-0.66,-0.43,-1.38,-1.38,-1.18
2015-04-01T17:00:00Z,-0.05,-0.05,-0.11,-0.05,-0.99,-0.99,-0.81
2015-04-01T18:00:00Z,0.13,0.11,0.03,0.00,-0.72,-0.72,-0.63
2015-04-01T19:00:00Z,0.25,0.21,0.06,0.00,-0.22,-0.22,-0.51
2015-04-01T20:00:00Z,0.22,0.19,0.06,0.00,-0.22,-0.22,-0.54
2015-04-01T21:00:00Z,0.17,0.15,0.04,0.00,0.01,0.00,-0.59
2015-04-01T22:00:00Z,0.12,0.10,0.03,0.00,0.03,0.00,-0.64
2015-04-01T23:00:00Z,0.06,0.06,0.03,0.00,-0.06,-0.06,-0.70
2015-04-02T00:00:00Z,0.04,0.04,0.02,0.00,-0.05,-0.05,-0.71
2015-04-02T01:00:00Z,0.04,0.03,0.02,0.00,-0.12,-0.10,-0.72
2015-04-02T02:00:00Z,0.03,0.03,0.02,0.00,-0.02,-0.02,-0.72
2015-04-02T03:00:00Z,0.03,0.03,0.02,0.00,-0.03,-0.03,-0.72
2015-04-02T04:00:00Z,0.03,0.03,0.01,0.00,0.01,0.00,-0.73
2015-04-02T05:00:00Z,-0.07,-0.02,-0.04,-0.07,-0.12,-0.12,-0.83
2015-04-02T06:00:00Z,-0.07,-0.05,-0.09,-0.07,-0.28,-0.28,-0.83
2015-04-02T07:00:00Z,-0.38,-0.34,-0.45,-0.38,-0.49,-0.49,-1.14
2015-04-02T08:00:00Z,-0.64,-0.60,-0.69,-0.64,-0.92,-0.92,-1.41
2015-04-02T09:00:00Z,-1.17,-1.13,-1.19,-0.92,-1.41,-1.41,-1.93
2015-04-02T10:00:00Z,-1.12,-1.12,-1.68,-0.92,-1.91,-1.91,-1.88
2015-04-02T11:00:00Z,-1.18,-1.17,-1.75,-0.92,-2.15,-2.15,-1.92
2015-04-02T12:00:00Z,-1.35,-1.35,-2.02,-0.92,-2.34,-2.34,-2.10
2015-04-02T13:00:00Z,-1.56,-1.55,-2.31,-0.92,-2.53,-2.53,-2.31
2015-04-02T14:00:00Z,-1.12,-1.11,-1.66,-0.92,-2.08,-2.08,-1.87
2015-04-02T15:00:00Z,-0.83,-0.83,-1.25,-0.83,-1.80,-1.80,-1.59
2015-04-02T16:00:00Z,-0.53,-0.52,-0.80,-0.53,-1.45,-1.45,-1.30
2015-04-02T17:00:00Z,-0.05,-0.05,-0.11,-0.05,-0.91,-0.91,-0.80
2015-04-02T18:00:00Z,0.12,0.11,0.02,0.00,-0.51,-0.51,-0.62
2015-04-02T19:00:00Z,0.26,0.22,0.06,0.00,-0.06,-0.06,-0.50
2015-04-02T20:00:00Z,0.22,0.19,0.06,0.00,-0.13,-0.13,-0.54
2015-04-02T21:00:00Z,0.18,0.16,0.04,0.00,-0.19,-0.19,-0.57
2015-04-02T22:00:00Z,0.13,0.11,0.03,0.00,-0.12,-0.12,-0.63
2015-04-02T23:00:00Z,0.07,0.06,0.03,0.00,-0.36,-0.36,-0.69
2015-04-03T00:00:00Z,0.04,0.04,0.02,0.00,-0.28,-0.28,-0.73
2015-04-03T01:00:00Z,0.03,0.03,0.02,0.00,-0.26,-0.26,-0.73
2015-04-03T02:00:00Z,0.03,0.03,0.02,0.00,-0.26,-0.26,-0.73
2015-04-03T03:00:00Z,0.03,0.03,0.02,0.00,-0.22,-0.22,-0.73
2015-04-03T04:00:00Z,0.02,0.03,0.01,0.00,-0.30,-0.30,-0.74
2015-04-03T05:00:00Z,-0.02,0.02,-0.01,-0.02,-0.28,-0.28,-0.77
2015-04-03T06:00:00Z,-0.22,-0.17,-0.21,-0.22,-0.42,-0.42,-0.99
2015-04-03T07:00:00Z,-0.56,-0.52,-0.64,-0.56,-0.80,-0.80,-1.32
2015-04-03T08:00:00Z,-0.75,-0.72,-0.81,-0.75,-1.24,-1.24,-1.51
2015-04-03T09:00:00Z,-0.92,-0.91,-1.04,-0.92,-1.48,-1.48,-1.69
2015-04-03T10:00:00Z,-1.68,-1.67,-2.52,-1.23,-2.38,-2.38,-2.43
2015-04-03T11:00:00Z,-1.62,-1.62,-2.43,-1.23,-2.22,-2.22,-2.40
2015-04-03T12:00:00Z,-1.75,-1.75,-2.63,-1.23,-2.41,-2.41,-2.56
2015-04-03T13:00:00Z,-0.70,-0.70,-1.08,-0.70,-1.36,-1.36,-1.48
2015-04-03T14:00:00Z,-0.49,-0.49,-0.77,-0.49,-1.15,-1.15,-1.28
2015-04-03T15:00:00Z,-0.02,-0.02,-0.11,-0.02,-0.54,-0.54,-0.81
2015-04-03T16:00:00Z,0.01,0.01,-0.08,0.00,-0.48,-0.48,-0.78
2015-04-03T17:00:00Z,0.10,0.09,0.01,0.00,-0.34,-0.34,-0.69
2015-04-03T18:00:00Z,0.14,0.12,0.04,0.00,-0.16,-0.16,-0.66
2015-04-03T19:00:00Z,0.20,0.17,0.06,0.00,0.08,0.00,-0.59
2015-04-03T20:00:00Z,0.15,0.13,0.06,0.00,0.09,0.00,-0.62
2015-04-03T21:00:00Z,0.14,0.12,0.04,0.00,0.11,0.00,-0.63
2015-04-03T22:00:00Z,0.11,0.09,0.03,0.00,0.08,0.00,-0.66
2015-04-03T23:00:00Z,0.06,0.05,0.03,0.00,0.05,0.00,-0.74
2015-04-04T00:00:00Z,0.04,0.04,0.02,0.00,0.02,0.00,-0.75
2015-04-04T01:00:00Z,0.04,0.03,0.02,0.00,0.02,0.00,-0.74
2015-04-04T02:00:00Z,0.03,0.03,0.02,0.00,0.01,0.00,-0.74
2015-04-04T03:00:00Z,0.03,0.03,0.02,0.00,0.01,0.00,-0.76
2015-04-04T04:00:00Z,0.03,0.03,0.02,0.00,0.02,0.00,-0.77
2015-04-04T05:00:00Z,-0.02,0.02,-0.01,-0.02,-0.02,-0.02,-0.81
2015-04-04T06:00:00Z,-0.22,-0.18,-0.22,-0.22,-0.22,-0.22,-1.00
2015-04-04T07:00:00Z,-0.46,-0.44,-0.53,-0.46,-0.47,-0.47,-1.26
2015-04-04T08:00:00Z,-0.61,-0.58,-0.67,-0.61,-0.65,-0.65,-1.38
2015-04-04T09:00:00Z,-0.81,-0.79,-0.91,-0.81,-0.85,-0.85,-1.58
2015-04-04T10:00:00Z,-1.36,-1.35,-2.06,-1.07,-1.42,-1.42,-2.18
2015-04-04T11:00:00Z,-1.76,-1.75,-2.62,-1.07,-1.82,-1.49,-2.58
2015-04-04T12:00:00Z,-1.63,-1.63,-2.49,-1.07,-1.70,-1.49,-2.41
2015-04-04T13:00:00Z,-1.10,-1.10,-1.69,-1.07,-1.15,-1.15,-1.89
2015-04-04T14:00:00Z,-1.07,-1.07,-1.63,-1.07,-1.15,-1.15,-1.82
2015-04-04T15:00:00Z,-0.67,-0.67,-1.03,-0.67,-0.82,-0.82,-1.41
2015-04-04T16:00:00Z,-0.34,-0.34,-0.55,-0.34,-0.42,-0.42,-1.10
2015-04-04T17:00:00Z,-0.05,-0.05,-0.12,-0.05,-0.08,-0.08,-0.85
2015-04-04T18:00:00Z,0.09,0.08,0.00,0.00,0.08,0.00,-0.70
2015-04-04T19:00:00Z,0.20,0.17,0.05,0.00,0.19,0.00,-0.56
2015-04-04T20:00:00Z,0.15,0.13,0.05,0.00,0.13,0.00,-0.63
2015-04-04T21:00:00Z,0.13,0.11,0.04,0.00,0.12,0.00,-0.65
2015-04-04T22:00:00Z,0.11,0.09,0.03,0.00,0.10,0.10,-0.68
2015-04-04T23:00:00Z,0.06,0.05,0.02,0.00,0.06,0.06,-0.72
2015-04-05T00:00:00Z,0.04,0.04,0.02,0.00,0.04,0.04,-0.75
2015-04-05T01:00:00Z,0.03,0.03,0.02,0.00,0.03,0.03,-0.75
2015-04-05T02:00:00Z,0.03,0.03,0.02,0.00,0.03,0.03,-0.74
2015-04-05T03:00:00Z,0.03,0.03,0.02,0.00,0.03,0.03,-0.75
2015-04-05T04:00:00Z,0.03,0.03,0.02,0.00,0.03,0.03,-0.73
2015-04-05T05:00:00Z,0.04,0.04,0.02,0.00,0.04,0.04,-0.75
2015-04-05T06:00:00Z,-0.01,0.03,-0.01,0.00,-0.01,0.00,-0.79
2015-04-05T07:00:00Z,-0.22,-0.17,-0.27,-0.22,-0.22,-0.22,-1.00
2015-04-05T08:00:00Z,-0.33,-0.31,-0.41,-0.33,-0.33,-0.33,-1.10
2015-04-05T09:00:00Z,-0.77,-0.74,-0.87,-0.42,-0.78,-0.70,-1.52
2015-04-05T10:00:00Z,-0.40,-0.40,-0.67,-0.40,-0.45,-0.45,-1.18
2015-04-05T11:00:00Z,-0.54,-0.54,-0.87,-0.42,-0.63,-0.63,-1.30
2015-04-05T12:00:00Z,-0.77,-0.77,-1.26,-0.42,-0.92,-0.70,-1.56
2015-04-05T13:00:00Z,-0.16,-0.16,-0.32,-0.16,-0.38,-0.38,-0.92
2015-04-05T14:00:00Z,-0.16,-0.16,-0.29,-0.16,-0.47,-0.47,-0.93
2015-04-05T15:00:00Z,0.02,0.01,-0.06,0.00,-0.41,-0.41,-0.77
2015-04-05T16:00:00Z,0.06,0.06,0.00,0.00,-0.27,-0.27,-0.74
2015-04-05T17:00:00Z,0.04,0.04,0.00,0.00,-0.18,-0.18,-0.71
2015-04-05T18:00:00Z,0.10,0.10,0.03,0.00,-0.01,-0.01,-0.66
2015-04-05T19:00:00Z,0.18,0.16,0.06,0.00,0.15,0.00,-0.57
2015-04-05T20:00:00Z,0.15,0.13,0.06,0.00,0.13,0.00,-0.61
2015-04-05T21:00:00Z,0.14,0.12,0.04,0.00,0.13,0.00,-0.66
2015-04-05T22:00:00Z,0.11,0.10,0.03,0.00,0.11,0.00,-0.68
2015-04-05T23:00:00Z,0.06,0.06,0.03,0.00,0.06,0.06,-0.70
2015-04-06T00:00:00Z,0.04,0.04,0.02,0.00,0.04,0.04,-0.74
2015-04-06T01:00:00Z,0.04,0.03,0.02,0.00,0.04,0.04,-0.75
2015-04-06T02:00:00Z,0.03,0.03,0.02,0.00,0.03,0.03,-0.76
2015-04-06T03:00:00Z,0.03,0.03,0.02,0.00,0.03,0.03,-0.76
2015-04-06T04:00:00Z,0.02,0.03,0.01,0.00,0.02,0.02,-0.77
2015-04-06T05:00:00Z,-0.02,0.01,-0.01,-0.02,-0.02,-0.02,-0.81
2015-04-06T06:00:00Z,-0.23,-0.19,-0.23,-0.23,-0.24,-0.24,-1.01
2015-04-06T07:00:00Z,-0.52,-0.49,-0.58,-0.50,-0.55,-0.55,-1.31
2015-04-06T08:00:00Z,-0.78,-0.76,-0.86,-0.50,-0.86,-0.75,-1.59
2015-04-06T09:00:00Z,-0.94,-0.92,-1.45,-0.50,-0.98,-0.75,-1.73
2015-04-06T10:00:00Z,-0.48,-0.48,-0.79,-0.48,-0.53,-0.53,-1.27
2015-04-06T11:00:00Z,-0.12,-0.12,-0.24,-0.12,-0.20,-0.20,-0.91
2015-04-06T12:00:00Z,-0.74,-0.74,-1.16,-0.50,-0.78,-0.75,-1.57
2015-04-06T13:00:00Z,-0.97,-0.97,-1.48,-0.50,-1.01,-0.75,-1.77
2015-04-06T14:00:00Z,-0.66,-0.66,-1.02,-0.50,-0.69,-0.69,-1.46
2015-04-06T15:00:00Z,-0.07,-0.07,-0.16,-0.07,-0.10,-0.10,-0.88
2015-04-06T16:00:00Z,-0.17,-0.17,-0.31,-0.17,-0.18,-0.18,-0.98
2015-04-06T17:00:00Z,-0.01,-0.01,-0.08,-0.01,-0.04,-0.04,-0.80
2015-04-06T18:00:00Z,0.09,0.08,0.02,0.00,0.03,0.00,-0.69
2015-04-06T19:00:00Z,0.19,0.17,0.06,0.00,0.16,0.00,-0.58
2015-04-06T20:00:00Z,0.14,0.13,0.06,0.00,0.14,0.00,-0.63
2015-04-06T21:00:00Z,0.13,0.11,0.04,0.00,0.13,0.00,-0.64
2015-04-06T22:00:00Z,0.11,0.10,0.03,0.00,0.11,0.00,-0.66
2015-04-06T23:00:00Z,0.07,0.06,0.03,0.00,0.07,0.07,-0.70
2015-04-07T00:00:00Z,0.05,0.04,0.02,0.00,0.04,0.04,-0.72
2015-04-07T01:00:00Z,0.04,0.03,0.02,0.00,0.03,0.03,-0.77
2015-04-07T02:00:00Z,0.03,0.03,0.02,0.00,0.03,0.03,-0.77
2015-04-07T03:00:00Z,0.03,0.03,0.02,0.00,0.03,0.03,-0.78
2015-04-07T04:00:00Z,0.03,0.03,0.02,0.00,0.00,0.00,-0.77
2015-04-07T05:00:00Z,0.00,0.02,0.00,0.00,-0.03,-0.03,-0.81
2015-04-07T06:00:00Z,0.04,0.04,0.00,0.00,-0.01,-0.01,-0.71
2015-04-07T07:00:00Z,-0.16,-0.12,-0.24,-0.16,-0.32,-0.32,-0.92
2015-04-07T08:00:00Z,-0.22,-0.20,-0.31,-0.22,-0.42,-0.42,-0.97
2015-04-07T09:00:00Z,-0.56,-0.53,-0.60,-0.56,-0.81,-0.81,-1.34
2015-04-07T10:00:00Z,-0.83,-0.81,-1.20,-0.83,-1.02,-1.02,-1.60
2015-04-07T11:00:00Z,-1.31,-1.31,-1.96,-0.83,-1.46,-1.22,-2.10
2015-04-07T12:00:00Z,-1.10,-1.09,-1.67,-0.83,-1.31,-1.22,-1.89
2015-04-07T13:00:00Z,-0.74,-0.74,-1.14,-0.74,-1.03,-1.03,-1.50
2015-04-07T14:00:00Z,-0.65,-0.65,-1.02,-0.65,-0.90,-0.90,-1.45
2015-04-07T15:00:00Z,-0.93,-0.93,-1.42,-0.83,-1.20,-1.20,-1.74
2015-04-07T16:00:00Z,-0.37,-0.37,-0.59,-0.37,-0.58,-0.58,-1.18
2015-04-07T17:00:00Z,-0.03,-0.03,-0.10,-0.03,-0.19,-0.19,-0.83
2015-04-07T18:00:00Z,0.11,0.10,0.02,0.00,-0.09,-0.09,-0.70
2015-04-07T19:00:00Z,0.23,0.20,0.06,0.00,0.09,0.00,-0.57
2015-04-07T20:00:00Z,0.21,0.18,0.06,0.00,0.12,0.00,-0.58
2015-04-07T21:00:00Z,0.18,0.15,0.04,0.00,0.07,0.00,-0.63
2015-04-07T22:00:00Z,0.13,0.11,0.03,0.00,-0.03,-0.03,-0.68
2015-04-07T23:00:00Z,0.07,0.06,0.03,0.00,-0.04,-0.04,-0.73
2015-04-08T00:00:00Z,0.04,0.04,0.02,0.00,-0.22,-0.22,-0.74
2015-04-08T01:00:00Z,0.04,0.03,0.02,0.00,-0.32,-0.32,-0.77
2015-04-08T02:00:00Z,0.03,0.03,0.02,0.00,-0.57,-0.57,-0.78
2015-04-08T03:00:00Z,0.03,0.03,0.02,0.00,-0.57,-0.57,-0.78
2015-04-08T04:00:00Z,0.03,0.03,0.02,0.00,-0.57,-0.57,-0.77
2015-04-08T05:00:00Z,0.02,0.04,0.01,0.00,-0.57,-0.57,-0.79
2015-04-08T06:00:00Z,-0.07,-0.02,-0.06,-0.07,-0.60,-0.60,-0.90
2015-04-08T07:00:00Z,-0.35,-0.30,-0.39,-0.35,-0.86,-0.86,-1.16
2015-04-08T08:00:00Z,-0.91,-0.85,-0.94,-0.91,-1.36,-1.36,-1.71
2015-04-08T09:00:00Z,-1.57,-1.54,-2.19,-1.49,-1.99,-1.99,-2.36
2015-04-08T10:00:00Z,-1.61,-1.61,-2.42,-1.49,-2.07,-2.07,-2.42
2015-04-08T11:00:00Z,-1.72,-1.72,-2.57,-1.49,-2.18,-2.14,-2.53
2015-04-08T12:00:00Z,-1.98,-1.98,-2.96,-1.49,-2.19,-2.14,-2.79
2015-04-08T13:00:00Z,-1.87,-1.87,-2.79,-1.49,-2.17,-2.14,-2.68
2015-04-08T14:00:00Z,-1.69,-1.69,-2.51,-1.49,-1.89,-1.89,-2.48
2015-04-08T15:00:00Z,-0.72,-0.72,-1.11,-0.72,-0.91,-0.91,-1.53
2015-04-08T16:00:00Z,-0.53,-0.53,-0.82,-0.53,-0.67,-0.67,-1.34
2015-04-08T17:00:00Z,-0.10,-0.10,-0.19,-0.10,-0.18,-0.18,-0.91
2015-04-08T18:00:00Z,0.10,0.09,0.01,0.00,0.06,0.00,-0.67
2015-04-08T19:00:00Z,0.21,0.18,0.06,0.00,0.19,0.00,-0.55
2015-04-08T20:00:00Z,0.21,0.18,0.06,0.00,0.19,0.00,-0.58
2015-04-08T21:00:00Z,0.17,0.14,0.04,0.00,0.16,0.00,-0.61
2015-04-08T22:00:00Z,0.11,0.10,0.03,0.00,0.11,0.11,-0.71
2015-04-08T23:00:00Z,0.06,0.05,0.03,0.00,0.06,0.06,-0.77
2015-04-09T00:00:00Z,0.04,0.04,0.02,0.00,0.04,0.04,-0.77
