timeindex,A,B,C,D,E,F,G
2015-01-13T12:00:00Z,-0.01,-0.01,-0.08,0.00,-0.69,-0.69,-0.78
2015-01-13T13:00:00Z,-0.32,-0.30,-0.36,0.00,-0.88,-0.88,-1.09
2015-01-13T14:00:00Z,-0.02,-0.02,-0.07,0.00,-0.40,-0.40,-0.80
2015-01-13T15:00:00Z,0.05,0.05,0.00,0.00,-0.31,-0.31,-0.73
2015-01-13T16:00:00Z,0.08,0.07,0.04,0.00,-0.08,-0.08,-0.69
2015-01-13T17:00:00Z,0.12,0.11,0.04,0.00,-0.02,-0.02,-0.67
2015-01-13T18:00:00Z,0.18,0.16,0.06,0.00,0.10,0.00,-0.61
2015-01-13T19:00:00Z,0.24,0.21,0.08,0.00,0.08,0.00,-0.54
2015-01-13T20:00:00Z,0.23,0.21,0.07,0.00,0.07,0.00,-0.56
2015-01-13T21:00:00Z,0.18,0.16,0.04,0.00,0.02,0.00,-0.61
2015-01-13T22:00:00Z,0.13,0.12,0.12,0.13,-0.06,-0.06,-0.66
2015-01-13T23:00:00Z,0.07,0.06,0.06,0.07,-0.37,-0.37,-0.70
2015-01-14T00:00:00Z,0.04,0.04,0.04,0.04,-0.15,-0.15,-0.74
2015-01-14T01:00:00Z,0.04,0.03,0.03,0.04,-0.08,-0.08,-0.73
2015-01-14T02:00:00Z,0.04,0.03,0.03,0.04,-0.05,-0.05,-0.73
2015-01-14T03:00:00Z,0.03,0.03,0.03,0.03,-0.07,-0.07,-0.74
2015-01-14T04:00:00Z,0.03,0.03,0.03,0.03,-0.03,-0.03,-0.74
2015-01-14T05:00:00Z,0.05,0.05,0.05,0.05,-0.06,-0.06,-0.72
2015-01-14T06:00:00Z,0.07,0.06,0.06,0.07,-0.17,-0.17,-0.70
2015-01-14T07:00:00Z,0.16,0.14,0.14,0.16,-0.36,-0.36,-0.62
2015-01-14T08:00:00Z,0.15,0.17,0.14,0.15,-0.05,-0.05,-0.62
2015-01-14T09:00:00Z,0.05,0.10,0.05,0.05,-0.47,-0.47,-0.72
2015-01-14T10:00:00Z,-0.11,-0.07,-0.11,0.00,-0.31,-0.31,-0.89
2015-01-14T11:00:00Z,-0.34,-0.29,-0.33,0.00,-0.81,-0.81,-1.13
2015-01-14T12:00:00Z,-0.76,-0.70,-0.77,0.00,-1.45,-1.04,-1.54
2015-01-14T13:00:00Z,-0.69,-0.66,-0.69,0.00,-1.06,-1.04,-1.48
2015-01-14T14:00:00Z,-0.32,-0.31,-0.35,0.00,-0.68,-0.68,-1.11
2015-01-14T15:00:00Z,-0.12,-0.12,-0.16,0.00,-0.34,-0.34,-0.91
2015-01-14T16:00:00Z,0.06,0.06,0.03,0.00,0.00,0.00,-0.71
2015-01-14T17:00:00Z,0.14,0.12,0.04,0.00,0.03,0.00,-0.63
2015-01-14T18:00:00Z,0.22,0.19,0.05,0.00,0.03,0.00,-0.57
2015-01-14T19:00:00Z,0.29,0.25,0.08,0.00,0.28,0.00,-0.49
2015-01-14T20:00:00Z,0.22,0.19,0.06,0.00,0.10,0.00,-0.59
2015-01-14T21:00:00Z,0.18,0.15,0.04,0.00,-0.07,-0.07,-0.58
2015-01-14T22:00:00Z,0.14,0.12,0.03,0.00,-0.02,-0.02,-0.63
2015-01-14T23:00:00Z,0.06,0.06,0.03,0.00,-0.50,-0.50,-0.71
2015-01-15T00:00:00Z,0.04,0.04,0.02,0.00,-0.59,-0.59,-0.73
2015-01-15T01:00:00Z,0.04,0.03,0.02,0.00,-0.32,-0.32,-0.73
2015-01-15T02:00:00Z,0.04,0.03,0.02,0.00,-0.47,-0.47,-0.77
2015-01-15T03:00:00Z,0.03,0.03,0.02,0.00,-0.55,-0.55,-0.78
2015-01-15T04:00:00Z,0.04,0.03,0.02,0.00,-0.61,-0.61,-0.77
2015-01-15T05:00:00Z,0.05,0.04,0.02,0.00,-0.68,-0.68,-0.76
2015-01-15T06:00:00Z,0.07,0.06,0.02,0.00,-0.82,-0.82,-0.74
2015-01-15T07:00:00Z,0.18,0.16,0.04,0.00,-0.75,-0.75,-0.59
2015-01-15T08:00:00Z,0.15,0.16,0.14,0.15,-0.83,-0.83,-0.61
2015-01-15T09:00:00Z,0.08,0.12,0.08,0.08,-0.91,-0.91,-0.69
2015-01-15T10:00:00Z,-0.07,-0.01,-0.07,0.00,-1.08,-1.00,-0.84
2015-01-15T11:00:00Z,-0.03,-0.01,-0.04,0.00,-1.03,-1.00,-0.80
2015-01-15T12:00:00Z,-0.01,0.00,-0.07,0.00,-1.01,-1.00,-0.77
2015-01-15T13:00:00Z,-0.08,-0.07,-0.10,0.00,-1.08,-1.00,-0.86
2015-01-15T14:00:00Z,-0.38,-0.34,-0.38,0.00,-1.37,-1.00,-1.13
2015-01-15T15:00:00Z,0.05,0.05,0.01,0.00,-0.92,-0.92,-0.71
2015-01-15T16:00:00Z,0.10,0.09,0.04,0.00,-0.69,-0.69,-0.67
2015-01-15T17:00:00Z,0.12,0.11,0.04,0.00,-0.46,-0.46,-0.65
2015-01-15T18:00:00Z,0.17,0.15,0.06,0.00,-0.25,-0.25,-0.60
2015-01-15T19:00:00Z,0.26,0.23,0.23,0.26,-0.04,-0.04,-0.53
2015-01-15T20:00:00Z,0.22,0.20,0.20,0.22,-0.44,-0.44,-0.57
2015-01-15T21:00:00Z,0.15,0.14,0.14,0.15,-0.72,-0.72,-0.64
2015-01-15T22:00:00Z,0.12,0.11,0.11,0.12,-0.75,-0.75,-0.66
2015-01-15T23:00:00Z,0.07,0.06,0.06,0.07,-0.89,-0.89,-0.73
2015-01-16T00:00:00Z,0.04,0.04,0.04,0.04,-0.94,-0.94,-0.74
2015-01-16T01:00:00Z,0.04,0.03,0.03,0.04,-0.94,-0.94,-0.76
2015-01-16T02:00:00Z,0.03,0.03,0.03,0.03,-0.96,-0.96,-0.75
2015-01-16T03:00:00Z,0.03,0.03,0.03,0.03,-0.97,-0.97,-0.75
2015-01-16T04:00:00Z,0.04,0.03,0.03,0.04,-0.97,-0.97,-0.76
2015-01-16T05:00:00Z,0.05,0.05,0.05,0.05,-0.95,-0.95,-0.74
2015-01-16T06:00:00Z,0.06,0.06,0.06,0.06,-0.91,-0.91,-0.73
2015-01-16T07:00:00Z,0.17,0.16,0.16,0.17,-0.79,-0.79,-0.62
2015-01-16T08:00:00Z,0.16,0.16,0.15,0.16,-0.81,-0.81,-0.63
2015-01-16T09:00:00Z,0.07,0.10,0.07,0.07,-0.84,-0.84,-0.73
2015-01-16T10:00:00Z,-0.02,0.03,-0.02,0.00,-0.95,-0.95,-0.79
2015-01-16T11:00:00Z,-0.08,-0.05,-0.09,0.00,-1.03,-1.00,-0.85
2015-01-16T12:00:00Z,0.01,0.02,-0.06,0.00,-0.94,-0.94,-0.77
2015-01-16T13:00:00Z,-0.01,0.00,-0.07,0.00,-0.93,-0.93,-0.77
2015-01-16T14:00:00Z,0.02,0.02,-0.02,0.00,-0.82,-0.82,-0.75
2015-01-16T15:00:00Z,0.04,0.04,0.03,0.00,-0.68,-0.68,-0.71
2015-01-16T16:00:00Z,0.07,0.07,0.07,0.07,-0.46,-0.46,-0.69
2015-01-16T17:00:00Z,0.12,0.11,0.11,0.12,-0.20,-0.20,-0.66
2015-01-16T18:00:00Z,0.19,0.18,0.18,0.19,-0.05,-0.05,-0.58
2015-01-16T19:00:00Z,0.27,0.25,0.25,0.27,0.08,0.00,-0.50
2015-01-16T20:00:00Z,0.24,0.22,0.22,0.24,0.09,0.00,-0.52
2015-01-16T21:00:00Z,0.19,0.18,0.18,0.19,-0.02,-0.02,-0.57
2015-01-16T22:00:00Z,0.13,0.12,0.12,0.13,-0.01,-0.01,-0.64
2015-01-16T23:00:00Z,0.07,0.06,0.06,0.07,-0.09,-0.05,-0.71
2015-01-17T00:00:00Z,0.04,0.04,0.04,0.04,-0.11,-0.05,-0.72
2015-01-17T01:00:00Z,0.04,0.04,0.04,0.04,-0.09,-0.05,-0.74
2015-01-17T02:00:00Z,0.04,0.03,0.03,0.04,-0.05,-0.05,-0.73
2015-01-17T03:00:00Z,0.03,0.03,0.03,0.03,-0.04,-0.04,-0.73
2015-01-17T04:00:00Z,0.04,0.04,0.03,0.04,-0.01,-0.01,-0.73
2015-01-17T05:00:00Z,0.05,0.05,0.05,0.05,-0.04,-0.04,-0.72
2015-01-17T06:00:00Z,0.07,0.07,0.07,0.07,-0.09,-0.05,-0.70
2015-01-17T07:00:00Z,0.15,0.15,0.15,0.15,-0.01,-0.01,-0.62
2015-01-17T08:00:00Z,0.15,0.16,0.15,0.15,0.05,0.00,-0.62
2015-01-17T09:00:00Z,0.21,0.23,0.20,0.21,-0.15,-0.15,-0.55
2015-01-17T10:00:00Z,0.20,0.21,0.18,0.20,-0.05,-0.05,-0.57
2015-01-17T11:00:00Z,0.08,0.10,0.05,0.08,-0.28,-0.28,-0.69
2015-01-17T12:00:00Z,0.18,0.19,0.15,0.18,-0.40,-0.40,-0.59
2015-01-17T13:00:00Z,0.05,0.06,0.02,0.05,-0.72,-0.72,-0.72
2015-01-17T14:00:00Z,0.06,0.06,0.04,0.06,-0.30,-0.30,-0.70
2015-01-17T15:00:00Z,0.01,0.02,-0.03,0.01,-0.11,-0.11,-0.75
2015-01-17T16:00:00Z,0.07,0.07,0.05,0.07,-0.23,-0.23,-0.71
2015-01-17T17:00:00Z,0.12,0.11,0.11,0.12,-0.19,-0.19,-0.65
2015-01-17T18:00:00Z,0.16,0.15,0.15,0.16,-0.20,-0.20,-0.61
2015-01-17T19:00:00Z,0.23,0.22,0.21,0.23,-0.10,-0.10,-0.54
2015-01-17T20:00:00Z,0.18,0.17,0.17,0.18,-0.19,-0.19,-0.60
2015-01-17T21:00:00Z,0.15,0.14,0.14,0.15,-0.43,-0.43,-0.62
2015-01-17T22:00:00Z,0.11,0.11,0.11,0.11,-0.60,-0.60,-0.68
2015-01-17T23:00:00Z,0.06,0.06,0.06,0.06,-0.66,-0.66,-0.71
2015-01-18T00:00:00Z,0.04,0.04,0.04,0.04,-0.59,-0.59,-0.75
2015-01-18T01:00:00Z,0.04,0.03,0.03,0.04,-0.69,-0.69,-0.74
2015-01-18T02:00:00Z,0.03,0.03,0.03,0.03,-0.48,-0.48,-0.75
2015-01-18T03:00:00Z,0.03,0.03,0.03,0.03,-0.39,-0.39,-0.74
2015-01-18T04:00:00Z,0.03,0.03,0.03,0.03,-0.35,-0.35,-0.76
2015-01-18T05:00:00Z,0.05,0.04,0.04,0.05,-0.42,-0.42,-0.73
2015-01-18T06:00:00Z,0.07,0.06,0.06,0.07,-0.39,-0.39,-0.74
2015-01-18T07:00:00Z,0.14,0.15,0.13,0.14,-0.40,-0.40,-0.64
2015-01-18T08:00:00Z,-0.10,-0.03,-0.12,-0.10,-0.42,-0.42,-0.90
2015-01-18T09:00:00Z,-0.43,-0.36,-0.49,-0.22,-0.63,-0.63,-1.20
2015-01-18T10:00:00Z,-0.69,-0.63,-0.78,-0.22,-1.07,-1.06,-1.46
2015-01-18T11:00:00Z,-0.80,-0.76,-0.87,-0.22,-1.12,-1.06,-1.57
2015-01-18T12:00:00Z,-0.74,-0.72,-0.89,-0.22,-1.04,-1.04,-1.52
2015-01-18T13:00:00Z,-0.78,-0.76,-0.86,-0.22,-1.04,-1.04,-1.56
2015-01-18T14:00:00Z,-0.47,-0.47,-0.76,-0.22,-0.79,-0.79,-1.25
2015-01-18T15:00:00Z,-0.36,-0.36,-0.59,-0.22,-0.51,-0.51,-1.14
2015-01-18T16:00:00Z,0.09,0.09,0.03,0.00,-0.12,-0.12,-0.68
2015-01-18T17:00:00Z,0.12,0.10,0.04,0.00,0.03,0.00,-0.66
2015-01-18T18:00:00Z,0.14,0.12,0.05,0.00,0.10,0.00,-0.64
2015-01-18T19:00:00Z,0.20,0.18,0.07,0.00,0.14,0.00,-0.57
2015-01-18T20:00:00Z,0.16,0.14,0.07,0.00,0.13,0.00,-0.62
2015-01-18T21:00:00Z,0.14,0.12,0.04,0.00,0.11,0.00,-0.64
2015-01-18T22:00:00Z,0.11,0.10,0.03,0.00,0.09,0.00,-0.67
2015-01-18T23:00:00Z,0.07,0.06,0.03,0.00,0.05,0.05,-0.71
2015-01-19T00:00:00Z,0.04,0.04,0.02,0.00,0.04,0.04,-0.74
2015-01-19T01:00:00Z,0.04,0.03,0.02,0.00,0.03,0.03,-0.74
2015-01-19T02:00:00Z,0.03,0.03,0.02,0.00,0.03,0.03,-0.75
2015-01-19T03:00:00Z,0.03,0.03,0.02,0.00,0.03,0.03,-0.74
2015-01-19T04:00:00Z,0.03,0.03,0.02,0.00,0.03,0.03,-0.75
2015-01-19T05:00:00Z,0.05,0.04,0.02,0.00,0.04,0.04,-0.73
2015-01-19T06:00:00Z,0.06,0.06,0.02,0.00,0.06,0.06,-0.72
2015-01-19T07:00:00Z,0.18,0.15,0.03,0.00,0.17,0.17,-0.62
2015-01-19T08:00:00Z,0.17,0.17,0.06,0.00,0.17,0.17,-0.61
2015-01-19T09:00:00Z,-0.01,0.05,-0.01,0.00,-0.01,0.00,-0.80
2015-01-19T10:00:00Z,-0.02,0.01,-0.03,0.00,-0.02,0.00,-0.79
2015-01-19T11:00:00Z,0.03,0.05,0.02,0.00,0.03,0.03,-0.77
2015-01-19T12:00:00Z,0.04,0.04,-0.01,0.00,0.04,0.04,-0.74
2015-01-19T13:00:00Z,-0.01,0.00,-0.05,0.00,-0.01,0.00,-0.79
2015-01-19T14:00:00Z,-0.15,-0.12,-0.16,0.00,-0.15,0.00,-0.95
2015-01-19T15:00:00Z,-0.20,-0.19,-0.22,0.00,-0.20,0.00,-0.99
2015-01-19T16:00:00Z,0.05,0.05,0.01,0.00,0.05,0.00,-0.74
2015-01-19T17:00:00Z,0.11,0.10,0.04,0.00,0.11,0.00,-0.66
2015-01-19T18:00:00Z,0.16,0.14,0.06,0.00,0.16,0.00,-0.62
2015-01-19T19:00:00Z,0.23,0.20,0.08,0.00,0.23,0.23,-0.55
2015-01-19T20:00:00Z,0.23,0.20,0.07,0.23,0.23,0.23,-0.55
2015-01-19T21:00:00Z,0.15,0.14,0.04,0.15,0.15,0.15,-0.63
2015-01-19T22:00:00Z,0.13,0.12,0.04,0.13,0.13,0.13,-0.65
2015-01-19T23:00:00Z,0.06,0.06,0.06,0.06,0.06,0.06,-0.72
2015-01-20T00:00:00Z,0.04,0.04,0.04,0.04,0.04,0.04,-0.75
2015-01-20T01:00:00Z,0.04,0.03,0.03,0.04,0.03,0.03,-0.76
2015-01-20T02:00:00Z,0.03,0.03,0.03,0.03,0.03,0.03,-0.75
2015-01-20T03:00:00Z,0.03,0.03,0.03,0.03,0.03,0.03,-0.75
2015-01-20T04:00:00Z,0.04,0.03,0.03,0.04,0.04,0.04,-0.76
2015-01-20T05:00:00Z,0.05,0.05,0.04,0.05,0.05,0.05,-0.75
2015-01-20T06:00:00Z,0.07,0.06,0.06,0.07,0.07,0.07,-0.73
2015-01-20T07:00:00Z,0.18,0.16,0.16,0.18,0.18,0.18,-0.62
2015-01-20T08:00:00Z,0.17,0.18,0.17,0.17,0.17,0.17,-0.62
2015-01-20T09:00:00Z,0.10,0.12,0.11,0.10,0.10,0.10,-0.67
2015-01-20T10:00:00Z,0.06,0.09,0.06,0.06,0.06,0.06,-0.71
2015-01-20T11:00:00Z,0.03,0.05,0.02,0.03,0.03,0.03,-0.74
2015-01-20T12:00:00Z,0.06,0.07,0.03,0.06,0.06,0.06,-0.73
2015-01-20T13:00:00Z,0.06,0.07,0.05,0.06,0.06,0.06,-0.70
2015-01-20T14:00:00Z,0.06,0.06,0.04,0.06,0.06,0.06,-0.71
2015-01-20T15:00:00Z,0.04,0.05,0.03,0.04,0.04,0.04,-0.74
2015-01-20T16:00:00Z,0.09,0.08,0.08,0.09,0.09,0.09,-0.67
2015-01-20T17:00:00Z,0.14,0.13,0.13,0.14,0.14,0.14,-0.63
2015-01-20T18:00:00Z,0.21,0.20,0.20,0.21,0.21,0.21,-0.54
2015-01-20T19:00:00Z,0.27,0.25,0.25,0.27,0.27,0.27,-0.50
2015-01-20T20:00:00Z,0.24,0.23,0.22,0.24,0.24,0.24,-0.55
2015-01-20T21:00:00Z,0.18,0.17,0.17,0.18,0.17,0.17,-0.60
2015-01-20T22:00:00Z,0.15,0.14,0.14,0.15,0.14,0.14,-0.62
2015-01-20T23:00:00Z,0.07,0.07,0.07,0.07,0.07,0.07,-0.70
2015-01-21T00:00:00Z,0.04,0.04,0.04,0.04,0.04,0.04,-0.73
2015-01-21T01:00:00Z,0.04,0.04,0.04,0.04,0.03,0.03,-0.74
2015-01-21T02:00:00Z,0.03,0.03,0.03,0.03,0.03,0.03,-0.74
2015-01-21T03:00:00Z,0.03,0.03,0.03,0.03,0.02,0.02,-0.74
2015-01-21T04:00:00Z,0.04,0.04,0.04,0.04,0.03,0.03,-0.75
2015-01-21T05:00:00Z,0.05,0.05,0.05,0.05,0.04,0.04,-0.74
2015-01-21T06:00:00Z,0.07,0.07,0.07,0.07,0.06,0.06,-0.72
2015-01-21T07:00:00Z,0.17,0.16,0.16,0.17,0.16,0.16,-0.58
2015-01-21T08:00:00Z,0.17,0.18,0.16,0.17,0.16,0.16,-0.59
2015-01-21T09:00:00Z,0.01,0.07,0.01,0.01,0.01,0.01,-0.76
2015-01-21T10:00:00Z,0.02,0.05,0.00,0.00,0.01,0.00,-0.73
2015-01-21T11:00:00Z,0.01,0.02,0.00,0.00,-0.02,0.00,-0.75
2015-01-21T12:00:00Z,0.04,0.04,-0.01,0.00,-0.02,0.00,-0.71
2015-01-21T13:00:00Z,-0.05,-0.04,-0.08,0.00,-0.08,0.00,-0.80
2015-01-21T14:00:00Z,0.00,0.01,-0.04,0.00,0.00,0.00,-0.74
2015-01-21T15:00:00Z,0.06,0.06,0.02,0.00,0.03,0.00,-0.71
2015-01-21T16:00:00Z,0.08,0.08,0.04,0.08,0.05,0.00,-0.68
2015-01-21T17:00:00Z,0.14,0.13,0.13,0.14,0.13,0.00,-0.63
2015-01-21T18:00:00Z,0.17,0.15,0.15,0.17,0.16,0.16,-0.60
2015-01-21T19:00:00Z,0.25,0.23,0.23,0.25,0.24,0.24,-0.51
2015-01-21T20:00:00Z,0.19,0.17,0.17,0.19,0.15,0.15,-0.58
2015-01-21T21:00:00Z,0.13,0.13,0.13,0.13,0.09,0.09,-0.63
2015-01-21T22:00:00Z,0.11,0.11,0.11,0.11,0.08,0.08,-0.65
2015-01-21T23:00:00Z,0.07,0.06,0.06,0.07,0.05,0.05,-0.70
2015-01-22T00:00:00Z,0.04,0.04,0.04,0.04,0.02,0.02,-0.72
2015-01-22T01:00:00Z,0.04,0.03,0.03,0.04,0.03,0.03,-0.73
2015-01-22T02:00:00Z,0.03,0.03,0.03,0.03,0.03,0.03,-0.73
2015-01-22T03:00:00Z,0.03,0.03,0.03,0.03,0.03,0.03,-0.73
2015-01-22T04:00:00Z,0.03,0.03,0.03,0.03,0.03,0.03,-0.73
2015-01-22T05:00:00Z,0.05,0.04,0.04,0.05,0.05,0.05,-0.72
2015-01-22T06:00:00Z,0.06,0.06,0.06,0.06,0.06,0.06,-0.69
2015-01-22T07:00:00Z,0.16,0.16,0.15,0.16,0.16,0.16,-0.65
2015-01-22T08:00:00Z,-0.18,-0.09,-0.20,-0.14,-0.18,-0.18,-0.98
2015-01-22T09:00:00Z,-0.53,-0.46,-0.52,-0.14,-0.53,-0.52,-1.29
2015-01-22T10:00:00Z,-0.46,-0.42,-0.47,-0.14,-0.46,-0.46,-1.24
2015-01-22T11:00:00Z,-0.84,-0.80,-0.84,-0.14,-0.84,-0.52,-1.62
2015-01-22T12:00:00Z,-0.76,-0.74,-0.81,-0.14,-0.77,-0.52,-1.55
2015-01-22T13:00:00Z,-0.04,-0.04,-0.12,-0.04,-0.05,-0.05,-0.81
2015-01-22T14:00:00Z,-0.49,-0.48,-0.60,-0.14,-0.50,-0.50,-1.24
2015-01-22T15:00:00Z,-0.33,-0.33,-0.52,-0.14,-0.35,-0.35,-1.09
2015-01-22T16:00:00Z,0.08,0.08,0.04,0.00,0.08,0.00,-0.68
2015-01-22T17:00:00Z,0.13,0.12,0.04,0.00,0.13,0.00,-0.61
2015-01-22T18:00:00Z,0.20,0.17,0.05,0.00,0.20,0.00,-0.57
2015-01-22T19:00:00Z,0.31,0.27,0.08,0.00,0.31,0.31,-0.45
2015-01-22T20:00:00Z,0.25,0.21,0.06,0.00,0.25,0.25,-0.51
2015-01-22T21:00:00Z,0.18,0.15,0.04,0.00,0.18,0.18,-0.59
2015-01-22T22:00:00Z,0.13,0.11,0.03,0.00,0.13,0.13,-0.64
2015-01-22T23:00:00Z,0.07,0.06,0.03,0.00,0.07,0.07,-0.69
2015-01-23T00:00:00Z,0.04,0.04,0.02,0.00,0.04,0.04,-0.72
2015-01-23T01:00:00Z,0.04,0.03,0.02,0.00,0.04,0.04,-0.72
2015-01-23T02:00:00Z,0.03,0.03,0.02,0.00,0.03,0.03,-0.72
2015-01-23T03:00:00Z,0.03,0.03,0.02,0.00,0.03,0.03,-0.72
2015-01-23T04:00:00Z,0.04,0.03,0.02,0.00,0.04,0.04,-0.72
2015-01-23T05:00:00Z,0.05,0.04,0.02,0.00,0.05,0.05,-0.73
2015-01-23T06:00:00Z,0.07,0.06,0.02,0.00,0.07,0.07,-0.70
2015-01-23T07:00:00Z,0.18,0.15,0.03,0.00,0.18,0.18,-0.60
2015-01-23T08:00:00Z,0.17,0.16,0.05,0.00,0.17,0.17,-0.60
2015-01-23T09:00:00Z,0.11,0.12,0.06,0.11,0.11,0.11,-0.71
2015-01-23T10:00:00Z,0.05,0.08,0.03,0.05,0.04,0.04,-0.73
2015-01-23T11:00:00Z,-0.08,-0.02,-0.06,0.00,-0.09,-0.09,-0.86
2015-01-23T12:00:00Z,-0.79,-0.69,-0.75,0.00,-0.80,-0.41,-1.56
2015-01-23T13:00:00Z,-0.63,-0.57,-0.64,0.00,-0.65,-0.41,-1.39
2015-01-23T14:00:00Z,-0.26,-0.25,-0.28,0.00,-0.27,-0.27,-1.04
2015-01-23T15:00:00Z,-0.05,-0.05,-0.10,0.00,-0.07,-0.07,-0.83
2015-01-23T16:00:00Z,0.00,0.00,-0.05,0.00,-0.02,-0.02,-0.79
2015-01-23T17:00:00Z,0.13,0.11,0.03,0.00,0.10,0.00,-0.66
2015-01-23T18:00:00Z,0.20,0.17,0.05,0.00,0.16,0.00,-0.58
2015-01-23T19:00:00Z,0.32,0.27,0.07,0.00,0.25,0.00,-0.46
2015-01-23T20:00:00Z,0.26,0.23,0.07,0.00,0.14,0.14,-0.52
2015-01-23T21:00:00Z,0.17,0.15,0.04,0.00,0.04,0.04,-0.61
2015-01-23T22:00:00Z,0.14,0.12,0.03,0.00,-0.05,-0.05,-0.64
2015-01-23T23:00:00Z,0.07,0.06,0.03,0.00,-0.15,-0.15,-0.70
2015-01-24T00:00:00Z,0.04,0.04,0.02,0.00,-0.28,-0.28,-0.73
2015-01-24T01:00:00Z,0.04,0.03,0.02,0.00,-0.32,-0.32,-0.73
2015-01-24T02:00:00Z,0.04,0.03,0.03,0.00,-0.50,-0.47,-0.74
2015-01-24T03:00:00Z,0.04,0.03,0.03,0.04,-0.57,-0.47,-0.74
2015-01-24T04:00:00Z,0.04,0.03,0.03,0.04,-0.56,-0.47,-0.74
2015-01-24T05:00:00Z,0.05,0.04,0.04,0.05,-0.58,-0.47,-0.72
2015-01-24T06:00:00Z,0.07,0.06,0.06,0.07,-0.58,-0.47,-0.70
2015-01-24T07:00:00Z,0.17,0.15,0.15,0.17,-0.41,-0.41,-0.61
2015-01-24T08:00:00Z,0.09,0.13,0.08,0.09,-0.42,-0.42,-0.69
2015-01-24T09:00:00Z,0.00,0.06,-0.06,0.00,-0.47,-0.47,-0.77
2015-01-24T10:00:00Z,-0.27,-0.21,-0.38,0.00,-0.64,-0.47,-1.05
2015-01-24T11:00:00Z,-0.05,-0.04,-0.19,0.00,-0.26,-0.26,-0.82
2015-01-24T12:00:00Z,0.11,0.11,-0.08,0.00,0.00,0.00,-0.66
2015-01-24T13:00:00Z,-0.18,-0.17,-0.25,0.00,-0.22,-0.22,-0.94
2015-01-24T14:00:00Z,-0.01,-0.01,-0.09,0.00,-0.04,-0.04,-0.76
2015-01-24T15:00:00Z,0.09,0.08,-0.01,0.00,-0.07,-0.07,-0.67
2015-01-24T16:00:00Z,0.06,0.06,0.03,0.00,-0.11,-0.08,-0.70
2015-01-24T17:00:00Z,0.15,0.14,0.14,0.00,-0.05,-0.05,-0.60
2015-01-24T18:00:00Z,0.17,0.15,0.15,0.17,0.10,0.00,-0.59
2015-01-24T19:00:00Z,0.23,0.21,0.21,0.23,0.14,0.00,-0.53
2015-01-24T20:00:00Z,0.18,0.17,0.17,0.18,0.14,0.00,-0.57
2015-01-24T21:00:00Z,0.13,0.12,0.12,0.13,0.10,0.00,-0.62
2015-01-24T22:00:00Z,0.11,0.10,0.10,0.11,0.10,0.00,-0.65
2015-01-24T23:00:00Z,0.06,0.06,0.06,0.06,-0.20,0.00,-0.70
2015-01-25T00:00:00Z,0.04,0.04,0.04,0.04,0.00,0.00,-0.71
2015-01-25T01:00:00Z,0.04,0.03,0.03,0.04,0.03,0.00,-0.72
2015-01-25T02:00:00Z,0.03,0.03,0.03,0.03,0.01,0.00,-0.72
2015-01-25T03:00:00Z,0.03,0.03,0.03,0.03,-0.01,0.00,-0.72
2015-01-25T04:00:00Z,0.04,0.03,0.03,0.04,0.02,0.00,-0.73
2015-01-25T05:00:00Z,0.05,0.04,0.04,0.05,0.03,0.00,-0.72
2015-01-25T06:00:00Z,0.06,0.06,0.06,0.06,-0.01,0.00,-0.70
2015-01-25T07:00:00Z,0.15,0.16,0.14,0.15,0.13,0.00,-0.62
2015-01-25T08:00:00Z,-0.05,0.02,-0.11,0.00,-0.05,0.00,-0.81
2015-01-25T09:00:00Z,-0.27,-0.21,-0.37,0.00,-0.27,-0.27,-1.02
2015-01-25T10:00:00Z,-1.03,-0.96,-1.10,-0.03,-1.03,-0.56,-1.80
2015-01-25T11:00:00Z,-0.96,-0.90,-1.02,0.00,-0.96,-0.56,-1.71
2015-01-25T12:00:00Z,-0.62,-0.60,-0.78,0.00,-0.63,-0.56,-1.39
2015-01-25T13:00:00Z,-0.48,-0.46,-0.58,0.00,-0.49,-0.49,-1.26
2015-01-25T14:00:00Z,0.07,0.06,-0.06,0.00,0.06,0.00,-0.73
2015-01-25T15:00:00Z,0.16,0.14,0.02,0.00,0.15,0.00,-0.61
2015-01-25T16:00:00Z,0.14,0.12,0.04,0.00,0.13,0.00,-0.68
2015-01-25T17:00:00Z,0.11,0.10,0.04,0.00,0.10,0.00,-0.64
2015-01-25T18:00:00Z,0.13,0.12,0.05,0.00,0.12,0.00,-0.62
2015-01-25T19:00:00Z,0.19,0.17,0.07,0.00,0.17,0.17,-0.57
2015-01-25T20:00:00Z,0.17,0.15,0.07,0.00,0.15,0.15,-0.60
2015-01-25T21:00:00Z,0.14,0.13,0.04,0.00,0.13,0.13,-0.63
2015-01-25T22:00:00Z,0.11,0.10,0.03,0.00,0.10,0.10,-0.66
2015-01-25T23:00:00Z,0.07,0.06,0.03,0.00,0.02,0.02,-0.70
2015-01-26T00:00:00Z,0.04,0.04,0.02,0.00,-0.02,-0.02,-0.73
2015-01-26T01:00:00Z,0.04,0.03,0.02,0.00,-0.08,-0.05,-0.73
2015-01-26T02:00:00Z,0.03,0.03,0.02,0.00,-0.13,-0.05,-0.79
2015-01-26T03:00:00Z,0.03,0.03,0.02,0.00,-0.23,-0.05,-0.78
2015-01-26T04:00:00Z,0.04,0.03,0.02,0.00,-0.23,-0.05,-0.78
2015-01-26T05:00:00Z,0.05,0.04,0.02,0.00,-0.14,-0.05,-0.75
